OBJECTID,FID_PA_Tra,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,FID_PA_Mun,STATEFP10_,COUNTYFP_1,COUSUBFP10,COUSUBNS10,GEOID10_1,NAME10_1,NAMELSAD_1,LSAD10,CLASSFP10,MTFCC10_1,CNECTAFP10,NECTAFP10,NCTADVFP10,FUNCSTAT_1,ALAND10_1,AWATER10_1,INTPTLAT_1,INTPTLON_1,Shape_Le_1,Shape_Le_2,Shape_Area
2537,2053,42,041,010800,42041010800,108,Census Tract 108,G5020,S,1776049.000000000000000,27237.000000000000000,+40.2261154,-076.8683783,9322.174822670000140,1837,42,041,53464,01215152,4204153464,New Cumberland,New Cumberland borough,21,C5,G4040, , , ,F,4336092.000000000000000,27237.000000000000000,+40.2287654,-076.8782914,14059.511808900000688,7111.564141266074330,1803174.490943144075572
2538,2054,42,041,012800,42041012800,128,Census Tract 128,G5020,S,137257561.000000000000000,338987.000000000000000,+40.1604210,-077.3760921,97336.560428700002376,1838,42,041,54320,01215153,4204154320,Newville,Newville borough,21,C5,G4040, , , ,F,1086318.000000000000000,22377.000000000000000,+40.1698929,-077.4017902,7369.474729010000374,346.698867700458777,6304.304805292052151
2539,2054,42,041,012800,42041012800,128,Census Tract 128,G5020,S,137257561.000000000000000,338987.000000000000000,+40.1604210,-077.3760921,97336.560428700002376,1840,42,041,55248,01216342,4204155248,North Newton,North Newton township,44,T1,G4040, , , ,A,58960673.000000000000000,216747.000000000000000,+40.1408764,-077.4450132,54098.409433599998010,41328.380072034931800,59174303.604613371193409
2540,2054,42,041,012800,42041012800,128,Census Tract 128,G5020,S,137257561.000000000000000,338987.000000000000000,+40.1604210,-077.3760921,97336.560428700002376,1862,42,041,83800,01216352,4204183800,West Pennsboro,West Pennsboro township,44,T1,G4040, , , ,A,78292373.000000000000000,120450.000000000000000,+40.1831136,-077.3365137,64149.311707399996521,48987.334393413031648,78408192.411271676421165
2541,2059,42,079,217100,42079217100,2171,Census Tract 2171,G5020,S,1134599.000000000000000,0.000000000000000,+40.9663664,-075.9644682,7489.189097649999894,2022,42,079,33408,01215392,4207933408,Hazleton,Hazleton city,25,C5,G4040, , , ,F,15569241.000000000000000,0.000000000000000,+40.9504235,-075.9723867,23118.061962799998582,5651.380620200437079,1134597.699120288249105
2542,2060,42,079,217001,42079217001,2170.01,Census Tract 2170.01,G5020,S,63331255.000000000000000,235407.000000000000000,+40.9402518,-076.0463181,47677.293199500003539,2023,42,079,33376,01216716,4207933376,Hazle,Hazle township,44,T1,G4040, , , ,A,116731855.000000000000000,689300.000000000000000,+40.9584859,-076.0142029,103918.857044000003953,36016.425851490588684,63566103.759079381823540
2543,2063,42,079,216700,42079216700,2167,Census Tract 2167,G5020,S,1742414.000000000000000,0.000000000000000,+41.0212209,-075.8963225,8179.695229730000392,2026,42,079,27744,01215390,4207927744,Freeland,Freeland borough,21,C5,G4040, , , ,F,1742414.000000000000000,0.000000000000000,+41.0212209,-075.8963225,8179.695229730000392,6169.503572263908609,1742442.666293388232589
2544,2072,42,079,216501,42079216501,2165.01,Census Tract 2165.01,G5020,S,2644276.000000000000000,0.000000000000000,+40.9910820,-076.0594990,12642.499737100000857,1778,42,079,15888,01215382,4207915888,Conyngham,Conyngham borough,21,C5,G4040, , , ,F,2644276.000000000000000,0.000000000000000,+40.9910820,-076.0594990,12642.499737100000857,9540.764191408166880,2644296.601116676814854
2545,2073,42,079,216502,42079216502,2165.02,Census Tract 2165.02,G5020,S,58155611.000000000000000,41116.000000000000000,+41.0004248,-076.0915174,57735.111583999998402,1907,42,079,75064,01216734,4207975064,Sugarloaf,Sugarloaf township,44,T1,G4040, , , ,A,58155611.000000000000000,41116.000000000000000,+41.0004248,-076.0915174,57735.111583999998402,43559.000204782467335,58197325.436152361333370
2546,2075,42,101,036301,42101036301,363.01,Census Tract 363.01,G5020,S,2322732.000000000000000,66075.000000000000000,+40.0895349,-074.9667387,8949.407504959999642,1774,42,101,60000,01215531,4210160000,Philadelphia,Philadelphia city,25,C5,G4040, , , ,F,347321129.000000000000000,22289408.000000000000000,+40.0093755,-075.1333459,156421.006087999994634,6840.474908227390188,2388705.484806630294770
2547,2076,42,101,036400,42101036400,364,Census Tract 364,G5020,S,4501110.000000000000000,8014.000000000000000,+40.1127747,-074.9789137,13831.094057000000248,1774,42,101,60000,01215531,4210160000,Philadelphia,Philadelphia city,25,C5,G4040, , , ,F,347321129.000000000000000,22289408.000000000000000,+40.0093755,-075.1333459,156421.006087999994634,10572.607040843535287,4508912.862024223431945
2548,2077,42,101,036600,42101036600,366,Census Tract 366,G5020,S,1004313.000000000000000,1426278.000000000000000,+39.9470272,-075.1404472,12033.804242800000793,1774,42,101,60000,01215531,4210160000,Philadelphia,Philadelphia city,25,C5,G4040, , , ,F,347321129.000000000000000,22289408.000000000000000,+40.0093755,-075.1333459,156421.006087999994634,9210.244850099639734,2430581.380581197328866
2549,2078,42,101,034803,42101034803,348.03,Census Tract 348.03,G5020,S,1271533.000000000000000,8021.000000000000000,+40.0619427,-075.0023705,6444.089495729999726,1774,42,101,60000,01215531,4210160000,Philadelphia,Philadelphia city,25,C5,G4040, , , ,F,347321129.000000000000000,22289408.000000000000000,+40.0093755,-075.1333459,156421.006087999994634,4929.532188150567890,1279510.480844573350623
2550,2079,42,101,034702,42101034702,347.02,Census Tract 347.02,G5020,S,1016206.000000000000000,0.000000000000000,+40.0570427,-075.0283288,7727.657866090000425,1774,42,101,60000,01215531,4210160000,Philadelphia,Philadelphia city,25,C5,G4040, , , ,F,347321129.000000000000000,22289408.000000000000000,+40.0093755,-075.1333459,156421.006087999994634,5908.857867937528681,1016172.434832438011654
2551,2080,42,101,036202,42101036202,362.02,Census Tract 362.02,G5020,S,1116115.000000000000000,2329.000000000000000,+40.0838623,-074.9781805,7692.326921939999920,1774,42,101,60000,01215531,4210160000,Philadelphia,Philadelphia city,25,C5,G4040, , , ,F,347321129.000000000000000,22289408.000000000000000,+40.0093755,-075.1333459,156421.006087999994634,5877.269395446775889,1118397.909286583075300
2552,2081,42,091,202604,42091202604,2026.04,Census Tract 2026.04,G5020,S,1711817.000000000000000,0.000000000000000,+40.1020593,-075.1679678,8261.521978610000588,1848,42,091,12968,01216851,4209112968,Cheltenham,Cheltenham township,44,T1,G4040, , , ,A,23424023.000000000000000,4072.000000000000000,+40.0779286,-075.1384875,29737.477130999999645,6314.629527373695055,1711743.725955480476841
2553,2082,42,091,202302,42091202302,2023.02,Census Tract 2023.02,G5020,S,1740641.000000000000000,0.000000000000000,+40.0781286,-075.1363928,7788.757411630000206,1848,42,091,12968,01216851,4209112968,Cheltenham,Cheltenham township,44,T1,G4040, , , ,A,23424023.000000000000000,4072.000000000000000,+40.0779286,-075.1384875,29737.477130999999645,5953.816929568418345,1740577.707354546757415
2554,2083,42,091,203105,42091203105,2031.05,Census Tract 2031.05,G5020,S,7633332.000000000000000,235087.000000000000000,+40.0718382,-075.2704353,16458.534263699999428,1960,42,091,84624,01216884,4209184624,Whitemarsh,Whitemarsh township,44,T1,G4040, , , ,A,37792661.000000000000000,364280.000000000000000,+40.1042166,-075.2428680,39148.085919700002705,12584.150548163099302,7868118.534984266385436
2555,2084,42,091,201902,42091201902,2019.02,Census Tract 2019.02,G5020,S,4243238.000000000000000,0.000000000000000,+40.0830576,-075.1088841,13401.073341799999980,1844,42,091,00156,01216850,4209100156,Abington,Abington township,44,T1,G4040, , , ,A,40169631.000000000000000,613.000000000000000,+40.1124165,-075.1156430,44596.478237800001807,10250.561648191922359,4243066.455393403768539
2556,2085,42,091,202202,42091202202,2022.02,Census Tract 2022.02,G5020,S,2091618.000000000000000,0.000000000000000,+40.0552169,-075.1120764,7821.252820929999871,1848,42,091,12968,01216851,4209112968,Cheltenham,Cheltenham township,44,T1,G4040, , , ,A,23424023.000000000000000,4072.000000000000000,+40.0779286,-075.1384875,29737.477130999999645,5981.854883107392197,2091548.310845955507830
2557,2086,42,091,209100,42091209100,2091,Census Tract 2091,G5020,S,13082238.000000000000000,532.000000000000000,+40.2830793,-075.6357784,21187.379795799999556,1934,42,091,79240,01216880,4209179240,Upper Pottsgrove,Upper Pottsgrove township,44,T1,G4040, , , ,A,13082238.000000000000000,532.000000000000000,+40.2830793,-075.6357784,21187.379795799999556,16153.871105340445865,13081816.852324247360229
2558,2087,42,091,204500,42091204500,2045,Census Tract 2045,G5020,S,2736048.000000000000000,0.000000000000000,+39.9993567,-075.2494880,9340.854182639999635,1878,42,091,44976,01216860,4209144976,Lower Merion,Lower Merion township,44,T1,G4040, , , ,A,61307269.000000000000000,415716.000000000000000,+40.0299044,-075.2789902,53252.067229200001748,7154.587929134023398,2735996.001236082054675
2559,2088,42,091,208802,42091208802,2088.02,Census Tract 2088.02,G5020,S,2079284.000000000000000,83204.000000000000000,+40.2405346,-075.6293111,9140.084137649999320,1900,42,091,62416,01215478,4209162416,Pottstown,Pottstown borough,21,C5,G4040, , , ,F,12658808.000000000000000,197792.000000000000000,+40.2509241,-075.6447544,26919.127880399999412,6978.815964398347205,2162336.833433849737048
2560,2089,42,091,207500,42091207500,2075,Census Tract 2075,G5020,S,23373461.000000000000000,141109.000000000000000,+40.2956381,-075.4458025,31964.361948400000983,1936,42,091,79280,01215485,4209179280,Upper Salford,Upper Salford township,44,T1,G4040, , , ,A,23373461.000000000000000,141109.000000000000000,+40.2956381,-075.4458025,31964.361948400000983,24357.604603894204047,23512828.277713678777218
2561,2090,42,091,201302,42091201302,2013.02,Census Tract 2013.02,G5020,S,1061404.000000000000000,0.000000000000000,+40.1527000,-075.2227315,7491.563304950000202,1845,42,091,02264,01215463,4209102264,Ambler,Ambler borough,21,C5,G4040, , , ,F,2207276.000000000000000,0.000000000000000,+40.1563851,-075.2215317,8668.233783570000014,5695.400635909240918,1054829.956584996310994
2562,2090,42,091,201302,42091201302,2013.02,Census Tract 2013.02,G5020,S,1061404.000000000000000,0.000000000000000,+40.1527000,-075.2227315,7491.563304950000202,1877,42,091,44920,01216859,4209144920,Lower Gwynedd,Lower Gwynedd township,44,T1,G4040, , , ,A,24095298.000000000000000,21859.000000000000000,+40.1888008,-075.2383996,27502.912040800001705,840.264291119704581,6511.886012024490810
2563,2091,42,091,207800,42091207800,2078,Census Tract 2078,G5020,S,52411088.000000000000000,2427579.000000000000000,+40.3881572,-075.5106738,62863.676530099997763,1931,42,091,79064,01216877,4209179064,Upper Hanover,Upper Hanover township,44,T1,G4040, , , ,A,52411088.000000000000000,2427579.000000000000000,+40.3881572,-075.5106738,62863.676530099997763,47842.175155631011876,54834263.422403171658516
2564,2092,42,091,203302,42091203302,2033.02,Census Tract 2033.02,G5020,S,7597736.000000000000000,0.000000000000000,+40.1596472,-075.3501575,15342.224713199999314,1866,42,091,21600,01216853,4209121600,East Norriton,East Norriton township,44,T1,G4040, , , ,A,15676918.000000000000000,28158.000000000000000,+40.1521147,-075.3356201,23088.382736999999906,11722.334979273469798,7597309.973033468239009
2565,2093,42,041,012900,42041012900,129,Census Tract 129,G5020,S,1081803.000000000000000,20587.000000000000000,+40.1698929,-077.4017902,7076.136825870000393,1838,42,041,54320,01215153,4204154320,Newville,Newville borough,21,C5,G4040, , , ,F,1086318.000000000000000,22377.000000000000000,+40.1698929,-077.4017902,7369.474729010000374,5405.723537150343873,1102326.417945863446221
2566,2094,42,041,013200,42041013200,132,Census Tract 132,G5020,S,3573899.000000000000000,9329.000000000000000,+40.0495653,-077.5141766,14690.667365999999674,1852,42,041,70352,01217325,4204170352,Shippensburg,Shippensburg borough,21,C5,G4040, , , ,F,3388866.000000000000000,9329.000000000000000,+40.0499794,-077.5146278,15333.562887599999158,11498.040378072922977,3379796.508131552487612
2567,2094,42,041,013200,42041013200,132,Census Tract 132,G5020,S,3573899.000000000000000,9329.000000000000000,+40.0495653,-077.5141766,14690.667365999999674,1853,42,041,70360,01216344,4204170360,Shippensburg,Shippensburg township,44,T1,G4040, , , ,A,6518114.000000000000000,32643.000000000000000,+40.0646382,-077.5072522,31619.603072800000518,3899.899962512992261,203314.475760324130533
2568,2095,42,041,011305,42041011305,113.05,Census Tract 113.05,G5020,S,10941223.000000000000000,473378.000000000000000,+40.2360012,-076.9851468,27954.976028900000529,1816,42,041,32296,01216334,4204132296,Hampden,Hampden township,44,T1,G4040, , , ,A,44915117.000000000000000,1353582.000000000000000,+40.2600119,-076.9809541,41198.623004599998239,21349.479851272433734,11412999.892503412440419
2569,2095,42,041,011305,42041011305,113.05,Census Tract 113.05,G5020,S,10941223.000000000000000,473378.000000000000000,+40.2360012,-076.9851468,27954.976028900000529,1855,42,041,70792,01216345,4204170792,Silver Spring,Silver Spring township,44,T1,G4040, , , ,A,83691996.000000000000000,1314314.000000000000000,+40.2503105,-077.0565148,52519.971107799996389,132.902200756689695,832.627686989231051
2570,2096,42,041,011602,42041011602,116.02,Census Tract 116.02,G5020,S,9148609.000000000000000,17254.000000000000000,+40.1829167,-077.0045992,18603.994593399998848,1859,42,041,78736,01216349,4204178736,Upper Allen,Upper Allen township,44,T1,G4040, , , ,A,34181514.000000000000000,268273.000000000000000,+40.1794826,-076.9821209,41444.293817999998282,14195.180046659315849,9165328.914738254621625
2571,2097,42,041,010300,42041010300,103,Census Tract 103,G5020,S,2942872.000000000000000,69641.000000000000000,+40.2654708,-076.9131238,19935.791596099999879,1815,42,041,21680,01216333,4204121680,East Pennsboro,East Pennsboro township,44,T1,G4040, , , ,A,26913471.000000000000000,803069.000000000000000,+40.2874101,-076.9377554,39985.905434899999818,6544.575332891961807,925838.225492333061993
2572,2097,42,041,010300,42041010300,103,Census Tract 103,G5020,S,2942872.000000000000000,69641.000000000000000,+40.2654708,-076.9131238,19935.791596099999879,1863,42,041,86528,01215156,4204186528,Wormleysburg,Wormleysburg borough,21,C5,G4040, , , ,F,2058906.000000000000000,27700.000000000000000,+40.2602913,-076.9101267,12514.558454100000745,9543.621535529797256,2086466.026548235211521
2573,2098,42,041,011803,42041011803,118.03,Census Tract 118.03,G5020,S,66541619.000000000000000,704322.000000000000000,+40.2540926,-077.1333954,48253.089956099996925,1833,42,041,49072,01216339,4204149072,Middlesex,Middlesex township,44,T1,G4040, , , ,A,66541619.000000000000000,704322.000000000000000,+40.2540926,-077.1333954,48253.089956099996925,36793.210919396464305,67241300.541212439537048
2574,2099,42,041,011902,42041011902,119.02,Census Tract 119.02,G5020,S,13556393.000000000000000,516471.000000000000000,+40.2290926,-077.1939640,31301.892071099999157,1839,42,041,55216,01216341,4204155216,North Middleton,North Middleton township,44,T1,G4040, , , ,A,60070876.000000000000000,869119.000000000000000,+40.2469243,-077.2144411,55025.879418500000611,23875.787728442453954,14071926.698262112215161
2575,2100,42,041,011302,42041011302,113.02,Census Tract 113.02,G5020,S,7150015.000000000000000,511610.000000000000000,+40.2613247,-076.9939527,17881.805439700001443,1816,42,041,32296,01216334,4204132296,Hampden,Hampden township,44,T1,G4040, , , ,A,44915117.000000000000000,1353582.000000000000000,+40.2600119,-076.9809541,41198.623004599998239,13632.087864689681737,7661082.973857267759740
2576,2101,42,041,010201,42041010201,102.01,Census Tract 102.01,G5020,S,11259397.000000000000000,18456.000000000000000,+40.3049582,-076.9493791,25395.562633400000777,1815,42,041,21680,01216333,4204121680,East Pennsboro,East Pennsboro township,44,T1,G4040, , , ,A,26913471.000000000000000,803069.000000000000000,+40.2874101,-076.9377554,39985.905434899999818,19359.052014840912307,11277006.943732112646103
2577,2102,42,041,010204,42041010204,102.04,Census Tract 102.04,G5020,S,7163269.000000000000000,672703.000000000000000,+40.2674122,-076.9406379,20277.253347599998961,1815,42,041,21680,01216333,4204121680,East Pennsboro,East Pennsboro township,44,T1,G4040, , , ,A,26913471.000000000000000,803069.000000000000000,+40.2874101,-076.9377554,39985.905434899999818,15453.454987231476480,7835425.709328929893672
2578,2104,42,079,217002,42079217002,2170.02,Census Tract 2170.02,G5020,S,8123070.000000000000000,57648.000000000000000,+40.9846765,-075.9955721,18633.511199399999896,2023,42,079,33376,01216716,4207933376,Hazle,Hazle township,44,T1,G4040, , , ,A,116731855.000000000000000,689300.000000000000000,+40.9584859,-076.0142029,103918.857044000003953,14063.752500838589185,8180758.036834012717009
2579,2107,42,079,216600,42079216600,2166,Census Tract 2166,G5020,S,86404594.000000000000000,650526.000000000000000,+41.0379841,-075.9743749,57964.778673499997240,1779,42,079,10480,01216705,4207910480,Butler,Butler township,44,T1,G4040, , , ,A,86404594.000000000000000,650526.000000000000000,+41.0379841,-075.9743749,57964.778673499997240,43704.851326981297461,87057132.953937232494354
